num,question,answer,filename,
5,"下列何者既治痹證，又治腳氣？
(A)大秦艽湯 (B)獨活寄生湯 (C)當歸拈痛湯 (D)九味羌活湯",C,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
6,"下列何者具有利水清熱養陰的功用？
(A)豬苓湯 (B)五苓散 (C)八正散 (D)六味地黃丸",A,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
7,"小青龍湯之主（君）藥為下列何者？
(A)細辛、乾薑 (B)五味子、白芍 (C)麻黃、桂枝 (D)半夏、五味子",C,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
8,"四逆湯加白朮、大棗治療中寒發厥心痛，名為何方？
(A)朮附湯 (B)甘草乾薑湯 (C)回陽救急湯 (D)當歸四逆湯",A,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
9,"大柴胡湯中白芍與柴胡、枳實之配伍作用為何？
(A)和胃降逆止嘔 (B)調和氣血，治氣滯作痛
(C)急下存陰，治腹中實痛 (D)加強通降胃氣",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
10,"新加香薷飲之運用主證為何？
(A)身熱，口渴，頭目昏脹，舌紅苔薄白 (B)體倦少氣，口渴汗多，脈虛數
(C)身熱，心煩，口渴，小便短赤，舌苔黃 (D)惡寒無汗，口渴面赤，舌苔白膩",D,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
11,"清氣化痰丸之運用主證為何？
(A)咳嗽痰稠色黃，咯出不暢，苔黃膩，脈滑數 (B)胸脅作痛，咳痰帶血，舌紅苔黃，脈弦數
(C)咳促，皮膚蒸熱，舌紅苔黃 (D)痰停中脘，上攻於臂，舌苔白膩，脈弦滑",A,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
12,"陽明寒嘔腹痛，厥陰頭痛乾嘔，少陰吐利肢冷，均與胃氣虛寒，濁陰上逆有關，宜用下列何方？
(A)附子理中丸 (B)理中丸 (C)吳茱萸湯 (D)大建中湯",C,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
13,"下列何敘述不具有反佐之性質？
(A)白通加豬膽汁湯之人尿、豬膽汁 (B)左金丸中之吳茱萸
(C)寒藥熱服 (D)上病下治",D,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
14,"下列何者不是消風散的功用？
(A)化瘀 (B)清熱 (C)祛濕 (D)養血",A,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
15,"下列何方主治不能食，口乾咽燥，舌紅少苔，脈細數者？
(A)甘露飲 (B)益胃湯 (C)玉女煎 (D)橘皮竹茹湯",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
16,"依《傷寒論》，十棗湯之組成為何？
(A)甘遂、大戟、芫花、葶藶子、大棗 (B)甘遂、大戟、芫花、甘草
(C)甘遂、大戟、芫花、大棗 (D)甘遂、大戟、芫花、葶藶子、甘草
代號：2112
頁次：8－2",C,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
17,"有一女音樂家近日口渴心煩，夜間潮熱，肢蒸盜汗，舌紅少苔，脈細數，經醫師診斷為肝腎陰虧，
虛火內擾，宜用下列何方？
(A)白虎加人參湯 (B)炙甘草湯 (C)黃耆鱉甲散 (D)清骨散",D,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
19,"下列何方具有益氣清肺，止咳定喘之功用？
(A)定喘湯 (B)百合固金湯 (C)咳血方 (D)人參蛤蚧散",D,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
20,"下列何方組成中沒有白芍？
(A)羚角鉤藤湯 (B)鎮肝熄風湯 (C)大秦艽湯 (D)天麻鉤藤飲",D,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
21,"一心臟病患者二週來胸脅脹滿，眩暈心悸，短氣咳嗽，診見舌苔白滑，脈弦滑，下列何者為最佳
治療？
(A)苓桂朮甘湯 (B)半夏白朮天麻湯 (C)苓甘五味薑辛湯 (D)小陷胸湯",A,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
22,"脾運化失常，濕聚成痰，引動肝風，形成風痰上擾清陽、暈眩頭痛，最宜下列何方？
(A)止嗽散 (B)定癇丸 (C)半夏白朮天麻湯 (D)瓜蔞貝母散",C,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
23,"35 歲男性，一週來一身面目俱黃，黃色鮮明，伴有腹痛便秘，口渴，小便不利，望其舌苔黃膩，切
其脈沉數。下列何方最適宜？
(A)甘露消毒丹 (B)茵陳蒿湯 (C)黃連解毒湯 (D)茵陳五苓散",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
24,"下列何者為《傷寒六書》再造散之組成藥物？
(A)黃耆、人參、桂枝、甘草、熟附子、細辛、羌活、防風、川芎、煨生薑、芍藥
(B)黃耆、人參、桂枝、甘草、熟附子、細辛、羌活、防風、川芎、煨生薑、大棗
(C)黃耆、人參、桂枝、甘草、熟附子、細辛、羌活、防風、川芎、煨生薑、陳皮
(D)黃耆、人參、甘草、熟附子、細辛、羌活、防風、川芎、煨生薑、肉桂、大棗",A,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
25,"萆薢分清飲中益智仁與烏藥的配伍意義為何？
(A)溫腎縮尿 (B)理氣散寒 (C)溫中散寒 (D)溫脾攝唾",A,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
26,"血府逐瘀湯的藥物組成，包括下列那些？丹參、枳實 赤芍、牛膝 桃仁、紅花 柴胡、
桔梗
(A)  (B) (C) (D)",D,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
27,"有關以下四個理氣方劑：暖肝煎 橘皮竹茹湯 丁香柿蒂湯 瓜蔞薤白白酒湯，其主治
病機、功效或適應證分別是：呃逆，舌淡苔白，脈沉遲 胸陽不振，氣滯痰阻 肝腎陰寒，
氣機阻滯 降逆止呃，益氣清熱。下列配對何者正確？
(A)─；─；─；─ (B)─；─；─；─
(C)─；─；─；─ (D)─；─；─；─",C,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
28,"症見：怠惰嗜臥，四肢不收，肢體酸重疼痛，心不思食，大便不調，小便頻，口苦舌乾，脈濡數，
最宜下列何方？
(A)補中益氣湯 (B)八珍湯 (C)升陽益胃湯 (D)六君子湯",C,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
29,"43 歲男性患者因劇烈腹痛經急診住院，經檢查診斷為急性胰臟炎，西醫處置後會診中醫；症見：腹
部硬滿痛，按之痛甚，大便 3 日未解，口渴，煩躁眠差，苔黃乾質紅，脈沉緊有力。最宜用下列何
方治療？
(A)大陷胸湯 (B)大黃牡丹皮湯 (C)調胃承氣湯 (D)黃龍湯
代號：2112
頁次：8－3",A,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
30,"下列何者為導痰湯之運用主證？
(A)痰涎壅盛，飲食少思，舌苔厚膩，脈滑 (B)咳嗽喘逆，痰多食少，舌淡苔白膩，脈滑
(C)中風、舌強不能言、舌紅少苔、脈濡數 (D)咳嗽、咯痰難出，咽喉乾燥，舌紅苔少，脈數",A,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
31,"下列有關《丹溪心法》小薊飲子的敘述，何者正確？
(A)小便澀痛，小腹脹痛是本方之運用主證 (B)適應症之病機為下焦瘀熱，損傷膀胱血絡
(C)涼血化瘀藥有小薊、茜草、地榆 (D)清熱瀉濁藥有萆薢、滑石、黃柏",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
32,"下列何者為《太平惠民和劑局方》牡蠣散的藥物組成？
(A)黃耆、牡蠣、防風、白朮 (B)防風、麻黃、白朮、牡蠣
(C)牡蠣、黃耆、麻黃、浮小麥 (D)黃耆、浮小麥、牡蠣、麻黃根",D,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
33,"一建築師最近身體不適，經醫師問診有胸脅苦滿，目眩，口燥，咽乾，心煩喜嘔，往來寒熱，望診
舌苔薄白，脈診見弦脈，最宜用下列何方？
(A)四逆散 (B)逍遙散 (C)小柴胡湯 (D)白朮芍藥散",C,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
34,"有一位老師最近常有噯氣嘔吐，吞酸嘈雜之情形，經醫師問診有口苦咽乾，脅肋疼痛，望診舌紅苔
黃，脈診見弦數，宜用下列何方？
(A)瀉青丸 (B)左金丸 (C)龍腦丸 (D)清胃散",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
35,"桂枝茯苓丸除了桂枝和茯苓，尚包括那些組成藥物？芍藥 丹皮 紅花 桃仁
(A) (B) (C) (D)",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
36,"下列何者在方劑分類上屬於補益劑？
(A)參附湯 (B)炙甘草湯 (C)鱉甲煎丸 (D)健脾丸",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
37,"金鎖固精丸之主藥（君藥）為何？
(A)龍骨 (B)芡實 (C)牡蠣 (D)沙苑蒺藜",D,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
38,"下列何項不是黃連解毒湯的主治證？
(A)熱毒壅盛三焦之大熱煩燥 (B)熱擾神明之錯語不眠
(C)陰虛陽亢之口瘡 (D)熱壅肌肉之癰疽疔毒",C,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
39,"治療身熱夜甚，神煩不寐，斑疹隱隱，舌絳而乾，脈細數，最宜選用下列何方？
(A)《溫病條辨》化斑湯 (B)《疫疹一得》清瘟敗毒飲
(C)《溫病條辨》清營湯 (D)《和劑局方》紫雪丹",C,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
40,"生脈散的功用為下列何者？
(A)滋陰降火 (B)回陽益氣救脫 (C)益氣固表止汗 (D)益氣養陰，生津斂汗",D,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
41,"下列何藥性甘、苦、寒，用於治療消渴病？
(A)石膏 (B)知母 (C)淡竹葉 (D)梔子",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
42,"依《本草備要》，下列何藥能暖子宮又主金瘡折跌，止痛生肌，在女科和外科為上劑？
(A)續斷 (B)狗脊 (C)骨碎補 (D)鎖陽",A,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
43,"下列何藥能利濕退黃、清熱解毒、散瘀止痛、化痰止咳？
(A)薏苡仁 (B)茵陳 (C)虎杖 (D)金錢草",C,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
44,"下列何藥適用於陽萎兼有風濕病症？
(A)威靈仙 (B)海金沙 (C)巴戟天 (D)胡蘆巴",C,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
45,"大青能清熱解毒，善解下列那二經之實火熱毒？
(A)心肺 (B)心胃 (C)肺胃 (D)脾胃",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
46,"下列有關乳香、沒藥的敘述，何者錯誤？
(A)兩者都具有活血止痛的功效
(B)乳香功擅散血化瘀，沒藥偏於活血伸筋
(C)氣味辛烈，對胃腸道有較強刺激性，易致噁心嘔吐
(D)乳香、沒藥配合，外敷患處，有消腫止痛、去腐生肌之效
代號：2112
頁次：8－4",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
47,"下列何者並非竹茹的臨床應用？
(A)肺熱咳嗽，咯痰黃稠 (B)痰火內擾，心煩不安 (C)血熱所致的齒齦出血 (D)胃寒嘔吐",D,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
57,"依《本草備要》，何種症狀不宜服用吳茱萸？
(A)胃脘疼痛，喜熱惡寒者 (B)血虛有火者
(C)產後餘血者 (D)肝經濕寒者",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
58,"下列何種補氣藥具利水功能？
(A)人參 (B)西洋參 (C)白朮 (D)黨參",C,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
59,"黃柏除具有清熱燥濕，瀉火解毒等功效外，尚有下列何功效？
(A)制君火 (B)退虛熱 (C)瀉丙火 (D)去表熱",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
60,"黃芩用於清上焦熱，宜如何炮製？
(A)薑製 (B)酒製 (C)醋製 (D)蜜製",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
68,"下列何藥具有利水滲濕、清腎火之功效？
(A)薏苡仁 (B)澤瀉 (C)車前子 (D)滑石",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
69,"製川烏的炮製應以何法較適當？
(A)黑豆酒蒸 (B)黑豆甘草煮 (C)甘草水煮 (D)酒醋蒸",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
70,"下列有關蒼朮炮製功效的敘述，何者錯誤？
(A)生用祛風燥濕，治風濕痺痛 (B)生用祛風燥濕，米泔水製燥濕健脾
(C)生用清熱解毒，米泔水製燥濕健脾 (D)米泔水製燥濕健脾，炒焦固腸止瀉",C,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
71,"大便溏瀉者忌服下列何藥？
(A) 人參 (B)肉蓯蓉 (C)淫羊藿 (D)扁豆",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
72,"下列何藥可以養肺胃陰又能治心煩失眠？
(A)沙參 (B)玉竹 (C)天門冬 (D)麥門冬",D,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
73,"下列何藥物內服過量可引起中毒，表現劇烈頭痛，嘔吐腹瀉，甚至驚厥抽搐，終因呼吸衰竭而死亡？
(A)烏梅 (B)川椒 (C)石榴皮 (D)吳茱萸",C,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
74,"下列何種藥物敷臍，可用於小便不通及腸梗阻？
(A)琥珀 (B)熊膽 (C)鹽 (D)麝香",D,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
75,"下列何藥物具熄風止痙，祛風定驚之效，可用於高熱，驚厥，抽搐，破傷風？
(A)白殭蠶 (B)斑蝥 (C)蜈蚣 (D)海蛇",A,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
76,"下列何藥能瀉肺平喘，利水消腫？
(A)桑白皮 (B)大腹皮 (C)茯苓皮 (D)地骨皮",A,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
77,"一病人肺寒喘咳，痰多清稀，下列何藥物可以溫肺化飲？
(A)杏仁 (B)細辛 (C)桔梗 (D)貝母",B,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
78,"下列何藥能治肝陽上亢之頭痛、眩暈，並為治瘰癧和癭瘤之常用藥？
(A)浙貝 (B)玄參 (C)海藻 (D)夏枯草",D,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
79,"能化濕行氣，溫中止嘔，止痛安胎的藥物是何者？
(A)砂仁 (B)藿香 (C)佩蘭 (D)厚朴",A,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
80,"甘遂、大戟的共同功效是何者？
(A)瀉水逐飲、殺蟲療瘡 (B)瀉水逐飲、去積蝕瘡 (C)瀉水逐飲、消腫散結 (D)瀉水逐飲、去痰利咽",C,96-中醫基礎醫學(二)（包括中醫方劑學、中醫藥物學）.csv,
1,"下列有關針灸的敘述，何者錯誤？
(A) 《靈樞》又稱《針經》
(B) 《甲乙經》為甄權所撰
(C) 孫思邈《千金要方》、《千金翼方》若干篇專論針灸之法，並最早提出阿是穴
(D) 唐代王燾《外臺秘要》，以針法深奧，經云針能殺生人而不能起死人，故書僅載灸法",B,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
2,"下列那位醫家曾於江浙遭逢霍亂疫情，而著有霍亂專書？
(A) 王孟英 (B) 惲鐵樵 (C) 吳又可 (D) 薛雪",A,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
3,"下列醫家及其學說之敘述，何者正確？
(A) 張介賓發展了臟腑辨證，並總結了辨證用藥規律
(B) 李東垣重視調理脾胃，以養胃陽與胃陰並重著稱
(C) 王海藏提出「陽非有餘、真陰不足」之論點
(D) 戴原禮推求闡發朱震亨未盡之意而作《推求師意》",D,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
4,"下列何者為現存最早的中醫骨傷科專書？
(A) 《傷科大成》 (B) 《永類鈐方》
(C) 《世醫得效方》 (D) 《仙授理傷續斷秘方》",D,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
5,"現存最早的中醫口腔咽喉科專書，是何人所著？
(A) 薛己 (B) 鄭梅澗 (C) 陳司成 (D) 陳自明",A,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
7,"下列脈學專著何者是根據《脈經》所載，以正《脈訣》之失，且簡明易曉，流傳甚廣？
(A) 《瀕湖脈學》 (B) 《太素脈訣》 (C) 《診家直訣》 (D) 《脈語》",A,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
8,"下列有關診斷學的著作，何者錯誤？
(A) 張景岳提出《十問篇》 (B) 晉王叔和作《脈經》
(C) 明李時珍作《瀕湖脈學》 (D) 滑壽作《診家正眼》",D,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
9,"關於《諸病源候論》之敘述，下列何者錯誤？
(A) 是隋太醫博士巢元方等所撰，是統述病理的專著
(B) 每病皆有論，述其源候
(C) 每病皆有方藥，方藥對其他醫家影響深遠
(D) 諸病之末有附以養生方導引法",C,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
10,"如果將經脈比喻為台灣的溪流，則奇經八脈應屬下列何者？
(A) 台灣海峽 (B) 大甲溪 (C) 雙龍瀑布 (D) 日月潭
代號：1112
頁次：6－2",D,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
11,"依據《難經》，「太陰之至，緊大而長」，是指何種脈象？
(A) 病脈 (B) 平脈
(C) 王脈 (D) 《傷寒論》中太陰經之死脈",C,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
12,"人之面部耐寒的原因為何？
(A) 腦為神室 (B) 陽經上於頭面 (C) 衛氣出於頭 (D) 腦髓液之充盈",B,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
13,"《難經》中「脈有輕重，何謂也？」，下列何者錯誤？
(A) 以菽之重量比擬指法用力輕重 (B) 即指脈之浮中沉之意
(C) 指病脈中之陰症陽症不同 (D) 分五段，以候五臟",C,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
14,"《難經》中關於大便泄瀉的疾病，下列敘述何者錯誤？
(A) 胃泄者，飲食不化，腹脹滿 (B) 脾泄者，泄注，食即嘔吐逆
(C) 大腸泄，大便色白，腸鳴切痛 (D) 小腸泄，溲而便膿血，少腹痛",A,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
15,"關於四季刺法的淺深描述，認為應隨時令變化，而調整下針劑量，下列相關敘述何者錯誤？
(A) 春夏時，陽氣在上，故當淺取之
(B) 秋冬時，人氣在下，故當深取之
(C) 長夏時，陽氣在上，故當得心肺陽氣後，將針插至深部
(D) 除了時令變化要調整外，體型之肥瘦、體質壯衰，初病與久病皆要考慮",C,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
16,"陰陽的基本內容中，依《素問．陰陽應象大論》記載：「地氣上為雲，天氣下為雨，雨出地氣，雲
出天氣……」，對於清陽與濁陰影響身體的部位，下列原文何者正確？
(A) 清陽發腠理，濁陰走五藏 (B) 清陽充五藏，濁陰走六府
(C) 清陽充於表，濁陰走於裏 (D) 清陽上於頭，濁陰走於足",A,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
17,"下列疾病與症狀發展過程中，何者不是陰陽的轉化？
(A) 熱邪壅肺的實熱證，在熱極傷氣陰的情況下，變為厥脫證
(B) 風寒外束的寒證感冒，入裏變為熱證
(C) 疲倦無力的氣虛變為虛寒怕冷的陽虛
(D) 白稀痰變為黃黏痰",C,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
18,"五行學說中木的特性為何？
(A) 潤下 (B) 炎上 (C) 曲直 (D) 從革",C,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
19,"《類經》中所述，「動極者鎮之以靜，陰亢者勝之以陽」的治療方式，符合陰陽理論中的那個作用？
(A) 對立制約 (B) 互根互用 (C) 消長平衡 (D) 相互轉化",A,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
20,"八綱辨證中，下列敘述何者錯誤？
(A) 熱為陽 (B) 寒為陰 (C) 表為陰 (D) 虛為陰",C,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
21,"依據《類證治裁．喘症》的敘述，「肺為氣之主」，而下列何臟為「氣之根」？
(A) 肝 (B) 脾 (C) 腎 (D) 心",C,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
22,"依據《難經．四十四難》關於「七衝門」的記載，「大腸小腸會」為下列何者？
(A) 賁門 (B) 幽門 (C) 闌門 (D) 魄門",C,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
23,"依據《素問．靈蘭秘典論》的敘述，為「州都之官，津液藏焉，氣化則能出」的是下列何者？
(A) 小腸 (B) 胃 (C) 大腸 (D) 膀胱",D,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
24,"依據《素問．宣明五氣篇》中「五味所入」的敘述，鹹味入於下列何臟？
(A) 肝 (B) 心 (C) 肺 (D) 腎
代號：1112
頁次：6－3",D,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
25,"依據《靈樞．本輸》的敘述，「津液之府」是指下列何者？
(A) 小腸 (B) 大腸 (C) 胃 (D) 膀胱",D,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
26,"依據《素問．六節藏象論》的敘述，「其華在髮，其充在骨」指的是下列何者？
(A) 心 (B) 肝 (C) 脾 (D) 腎",D,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
27,"依據中醫藏象理論，有關脾的特性與功能，下列敘述何者錯誤？
(A) 脾主升清 (B) 脾喜濕惡燥 (C) 脾主運化 (D) 脾藏意",B,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
28,"依據中醫藏象理論，有關膀胱的敘述下列何者正確？
(A) 為津液之府 (B) 不約為癃 (C) 為受盛之官 (D) 為奇恒之府",A,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
29,"依據《素問．靈蘭秘典論》的敘述，「君主之官，神明出焉」指的是下列何臟？
(A) 肝 (B) 心 (C) 腎 (D) 膽",B,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
30,"下列奇恒之腑中，何者與心關係最為密切？
(A) 膽 (B) 脈 (C) 骨 (D) 髓",B,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
31,"關於「宗氣」的生理特性，下列敘述何者正確？
(A) 宗氣，是積於胸中之氣。胸中又稱「膻中」，亦稱為「血海」
(B) 脾之大絡，名曰虛里，貫膈絡肺，出於左乳下。其動應衣，脈宗氣也
(C) 宗氣留於海，其下者，注於氣街
(D) 由肺從自然界吸入的清氣與先天原氣相互結合而成",C,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
32,"《素問．上古天真論》中提及，能藏五臟六腑之精者為下列何者？
(A) 腎 (B) 命門 (C) 三焦 (D) 天癸",A,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
33,"下列何者為「腎」藏象生理表現正常時的特點？
(A) 食慾良好、營養充足、肌肉豐滿強壯、水濕代謝正常
(B) 呼吸平和順暢、不易外感、皮膚緻密、毛髮光澤
(C) 情緒欣快喜樂、面色紅潤、舌色淡紅滋潤、脈象和緩有力跳動正常
(D) 生長發育良好、小便排泄功能正常、髮黑有光澤、骨骼強壯",D,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
34,"下列何者不是用來評估「肝」藏象生理活動的特點？
(A) 情緒是否穩定 (B) 胸 脇 、兩乳或少腹等部位是否脹痛不舒服
(C) 筋膜、肌腱活動是否順暢 (D) 皮膚是否容易瘀青出血",D,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
35,"七竅須有五臟之氣相通才有作用，依據《靈樞．脈度》的敘述，下列何者錯誤？
(A) 肺氣通於鼻，鼻便能呼吸分辨氣味 (B) 脾氣通於舌，舌便能品嚐分辨味道
(C) 肝氣通於目，目便能看見分辨顏色 (D) 腎氣通於耳，耳便能聽聞分辨聲音",B,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
36,"「下焦」的生理功能為何？
(A) 腐熟運化水穀 (B) 傳化水穀糟粕，排泄二便
(C) 宣發布散精氣於全身 (D) 受納水穀",B,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
37,"運作人體水液代謝的臟腑順序為何？
(A) 飲→胃→脾→肺→心→三焦→腎及膀胱 (B) 飲→胃→脾→肺→心→三焦
(C) 飲→胃→脾→心→三焦→腎及膀胱 (D) 飲→胃→脾→肺→三焦→腎及膀胱",D,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
38,"下列何臟腑參與將食物化生成血？
(A) 心、肺、脾、胃、中焦 (B) 心、肺、脾、胃、下焦
(C) 肝、肺、脾、胃、中焦 (D) 心、肝、脾、胃、上焦",A,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
39,"所謂「水火相濟」的生理意義是指下列何者？
(A) 肝腎之間陰質互相資生 (B) 肺腎之間陰質互相資生
(C) 心腎之間陰陽互相影響 (D) 肝腎之間陰陽互相影響
代號：1112
頁次：6－4",C,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
40,"肺系是指下列何者？
(A) 舌本 (B) 口咽 (C) 鼻 (D) 氣管",D,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
41,"關於心與脾兩臟之間的生理關聯性，下列敘述何者正確？
(A) 心主血脈，但要藉由脾氣幫助來推動血液 (B) 兩者的關係主要表現在神志方面
(C) 兩者主要關聯性是血液的生成與運行 (D) 心與脾一同完成水液的代謝",C,97-中醫基礎醫學(一)（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
