num,question,answer,filename
58,"一位56歲女性突然仆倒，昏不知人，口吐涎沫，兩目上視，肢體抽搐，肌肉強直，良久乃甦，反覆發
作，頭暈眼花，腰膝痠軟乏力，五心煩熱，舌紅少苔，脈細數，有關患者證型病機與治療的敘述，
下列何者正確？
(A)證型－氣虛血瘀型 (B)病機－肝風挾痰濁上逆清竅，蒙蔽於心
(C)治法－健脾益氣，養血化瘀 (D)主方－大定風珠",D,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
59,"有關遺尿、小便不禁的治療，下列何者錯誤？
(A)小便不禁若因先前病淋，服利藥太多而導致者，宜以參耆大補，佐以熟附子
(B)小兒睡中遺尿、形體消瘦，精神不振，舌淡苔白脈沉細者，可治以桑螵蛸散
(C)遺尿、小便不禁多見虛症，雖有濕熱、瘀血見症，仍宜以補澀之品
(D)老人小便點滴不禁，腰膝酸軟，神疲怯寒，舌淡苔白脈沉細遲者，可治以濟生菟絲子丸
代號：4106
頁次：8－7",C,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
60,"一位患者腸胃道出血，症狀為便血紫黯或黑便，腹部隱痛，喜溫喜熱飲，面色不華，體倦，舌質淡，
脈細，治以下列何者最適宜？
(A)補中益氣湯 (B)歸脾湯 (C)地榆散 (D)黃土湯",D,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
61,"一位40歲男性患者，近日鼻涕濃稠，色黃而臭，鼻內紅腫，口苦咽乾，舌紅苔黃，脈弦數，治以下
列何方最適宜？
(A)蒼耳散 (B)辛夷散 (C)丹溪鼻淵方 (D)龍膽瀉肝湯",D,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
62,"有關腰痛、腰酸之敘述，下列何者錯誤？
(A)腰重痛，臥時不能轉身，行時重痛無力者，濕也
(B)日輕夜重，不能動搖者，瘀血也
(C)有形作痛，皮肉青白者，血虛也
(D)《脈經》認為腰痛脈診的重要部位在於尺部",C,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
63,"一位42歲女性甲狀腺疾病患者，主訴有心悸不寧，心煩少寐，眼乾目眩，手顫，消瘦乏力等病徵，
切診發現其頸前腫塊柔軟、光滑，脈弦細數，下列證型分類何者最適宜？
(A)氣鬱痰阻 (B)痰結血瘀 (C)肝火亢盛 (D)心肝陰虛",D,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
64,"一位患者經常性頭痛，發作時頭痛昏蒙，胸脘滿悶，嘔噁痰涎，舌苔白膩，脈象滑或弦滑，應診為
下列何證型？
(A)風濕頭痛 (B)風寒頭痛 (C)風熱頭痛 (D)痰濁頭痛",D,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
65,"依《素問．徵四失論》論診病順序，下列事項應先確認，但何者除外？
(A)問病之始 (B)診寸口脈
(C)是否傷於毒 (D)瞭解憂患飲食失節，起居是否過度",B,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
66,"小兒患麻疹時，若見其壯熱無汗、其疹點不能透發，顏色淡紅而暗，則下列診斷何者最適宜？
(A)風邪外閉 (B)熱毒內攻 (C)熱毒閉塞 (D)正虛邪陷",A,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
67,"一位患者於門診主訴牙齦出血，問診發現病人的牙齦並不疼痛，則此病人較適當的診斷為何？
(A)胃火 (B)腎火 (C)心火 (D)肺火",B,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
68,"中醫診斷是利用四診望、聞、問、切來蒐集病患的症狀和體徵，下列何種診斷方法所蒐集到的資訊
屬於症狀？
(A)問診 (B)望診與切診 (C)聞診與問診 (D)望診",A,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
69,"一位30歲女性，月經先期且量過多，色淡質稀，則下列何者為較可能的證型？
(A)血熱 (B)氣虛 (C)血虛 (D)精虧",B,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
70,"舌質青紫而暗，捫之潮濕不乾，或舌青口燥，漱水不欲咽，最易出現於下列那種證型？
(A)陰液虧損 (B)寒邪直中 (C)水濕內停 (D)瘀血",D,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
71,"一位患者長期低熱，四肢困頓，食慾不振，胸悶，噁心嘔吐，大便溏瀉不爽，小便短赤，脈濡，舌
苔厚膩，其辨證最可能為下列何者？
(A)暑熱 (B)寒瀉 (C)虛熱 (D)暑濕
代號：4106
頁次：8－8",D,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
72,"關於「脈象」之敘述，下列何者正確？
(A)真臟脈並非必死，但亦危重
(B)婦人經閉之脈有虛實之分，若尺脈虛細澀為血少之虛閉，弦澀則為實閉
(C)手少陰脈動甚是指右寸脈滑動，此為血欲聚以養胎之象
(D)《醫存》指出，婦人臨產時，中指第二指節兩旁脈跳動，腹連腰痛，一陣緊一陣，二目亂出金花",B,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
73,"「痰飲」是人體水液代謝的病理產物，隨其所停滯的臟腑經絡部位不同，表現出不同的病症。若水
停在心下與胸膈，導致咳嗽痰多、氣急，不得平臥，面目浮腫等症狀，則本病應如何定名？
(A)支飲 (B)溢飲 (C)懸飲 (D)伏飲",A,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
74,"關於溫病「中焦病證」證候分析之敘述，下列何者錯誤？
(A)邪入中焦化燥，見身熱腹痛，便秘、口乾咽燥，唇裂舌焦，應屬「熱盛傷津，胃失所潤」
(B)邪入中焦化燥，見面紅目赤、呼吸俱粗，應屬「陽明燥熱，邪熱壅盛」
(C)邪入中焦化濕，見小便不利，大便不爽或溏泄，應屬「濕熱中阻，氣機不暢」
(D)邪入中焦化濕，見面色淡黃，頭脹身重，應屬「濕邪中阻，寒氣內生」",D,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
75,"有關「脾不統血」與「血熱妄行」之出血，下列何者錯誤？
(A)「血熱妄行」與溫病「血分症」之病機相同
(B)「血熱妄行」與溫病「血分症」之出血常伴見紅絳舌
(C)「脾不統血」亦稱氣不攝血
(D)「脾不統血」與「血熱妄行」之出血皆可包含便血與月經之出血",A,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
76,"「身熱夜甚，口渴不甚，心煩不寐，甚或神昏譫語，斑疹隱隱，舌質紅絳，脈細數」辨證上，下列
何者最適宜？
(A)熱結陽明 (B)熱入營分 (C)熱入心包 (D)熱灼肝腎",B,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
77,"王教官，57歲，主訴血壓控制不佳，眩暈耳鳴，頭目脹痛，失眠多夢，腰膝酸軟，煩躁易怒，舌紅，
脈診為弦細數，上述辨證，下列何者最適宜？
(A)肝風內動 (B)心腎不交 (C)肝陽上亢 (D)肝火上炎",C,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
78,"陳女士，40 歲，平時愛吃生菜鮮蔬瓜果，此次主訴外出腹部不慎著涼，整個腹部綿綿作痛，熱敷會
比較舒服，若不小心吹到冷風，腹部容易抽筋疼痛，口不乾渴，舌淡苔白，脈診為弦遲，上述辨證，
下列何者最適宜？
(A)胃氣虛證 (B)胃寒實證 (C)脾虛氣弱 (D)胃氣虛寒",D,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
79,"醫家滑壽指出，診察三歲以下兒童指紋，要先看虎口處三關紋色，若出現紫色則為下列何者？
(A)熱 (B)傷寒 (C)氣血凝滯 (D)驚風",A,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
80,"若見患者咽喉間出現白腐，形如白膜，刮之可去而不復生者，屬下列何辨證？
(A)肺熱 (B)胃熱 (C)熱毒盛 (D)上焦濕熱",B,100-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
1,"皂角刺在中醫外科用藥中，最可能屬於下列何者？
(A)清熱涼血藥 (B)清透托毒藥 (C)通絡和營藥 (D)溫經通絡藥",B,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
2,"有關中醫外科辨痛的敘述，下列何者錯誤？
(A)皮色不變、酸痛、微痛，重按至骨節間方痛，陰證居多，重而難癒
(B)腫瘍以知痛為順
(C)痛無止時，陣陣而作，有如雞啄，亦似刀刺，腫勢急脹，按之中軟應指，此為瘀血作痛
(D)攻痛無常，時感抽掣，喜緩怒甚，此為氣痛",C,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
3,"下列何者生膿的速度最慢？
(A)流痰 (B)流注 (C)透腦疽 (D)侵腦疽",A,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
4,"「紅絲疔」是依據下列何者而命名？
(A)病因 (B)病勢 (C)形態 (D)部位",C,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
5,"有關牙衄之敘述，下列何者錯誤？
(A)因胃經濕熱、腎經虛火而生 (B)胃經實熱，宜服清胃湯
(C)胃經虛火，宜服二參湯 (D)腎經虛火，宜服六味地黃丸",A,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
6,"治癰之法，著重消散，內服論證用藥中，下列何者正確？
(A)頭部宜清散 (B)上身宜疏風散邪 (C)下身宜攻消或溫散 (D)上身宜溫散",C,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
7,"搭手疽之「中搭手」，病人出現便燥不渴者，治以下列何方最適宜？
(A)神授衛生湯 (B)一粒金丹 (C)仙方活命飲 (D)內疏黃連湯",B,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
8,"手發背的起因最常見者為何？
(A)胃熱壅滯而成 (B)外傷染毒引起 (C)血熱氣鬱而成 (D)氣滯寒積而成",B,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
9,"一名正在攻讀博士學位的研究生，經常熬夜，自覺壓力很大，最近發現臉部及頸部肉色突然變白，
狀類斑點，不痛不癢，則最可能的診斷為下列何者？
(A)白駁風 (B)白疕 (C)白屑風 (D)紫白癜風",A,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
10,"「純陽之症，火毒之候」是指下列那一種病的特徵？
(A)癰 (B)疽 (C)疔 (D)癤",C,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
11,"下列何項皮膚病傳染力最強？
(A)白疕 (B)血風瘡 (C)粉刺 (D)疥瘡",D,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
12,"55 歲女性患者，在左足踝外側近關節處，堅硬、漫腫，皮色不變，時時隱痛，難於行立者，請問下
列診斷何者最適宜？
(A)走緩 (B)鞋帶 (C)腳柺毒 (D)驢眼毒
代號：6106
頁次：8－2",C,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
13,"遍身疼痛或走竄不定，或痛有定處者，中醫文獻統稱「痛風」，若上身重者，最適宜用下列何項處
方加以治療？
(A)「烏藥順氣散」加減 (B)「防風湯」加減
(C)「虎骨散」加減 (D)「六味地黃丸」加減",A,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
14,"下列那一種皮膚病若日久不癒，復感風邪，最容易導致「風癇」的併發症？
(A)面遊風 (B)鵝掌風 (C)臍瘡 (D)風疹",C,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
15,"有關瘰的敘述，下列何者錯誤？
(A)生於耳前耳後及項間，亦有延至前胸腋下等處
(B)生於項前者屬陽明經主火
(C)主於項後者屬太陽經主濕
(D)生於左右兩旁者屬少陽經主氣",B,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
16,"以下何種皮膚病依其致病因與臨床症狀而言，應不屬於現代醫學的「接觸性皮膚炎」？
(A)白駁風 (B)漆瘡 (C)膏藥風 (D)馬桶癬",A,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
17,"對於「白疕」的敘述，下列何者錯誤？
(A)相當於現代醫學的「乾癬」
(B)病因風邪客於皮膚，血燥不能榮養所致
(C)初起可內服「犀黃丸」治之
(D)外治可以豬脂、苦杏仁共搗，以絹包外擦皮膚病灶",C,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
18,"病變部位在手指端或足趾端，由外傷感染，毒入肌膚、筋脈所致，初出先作紅點，次變黑色，腐爛
筋骨，小者如粟如豆，大者如梅如李，發無定處，此病名下列何者正確？
(A)瘴疽 (B)琉璃疽 (C)甲疽 (D)瘭疽",D,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
20,"下列那一種疾病最容易傳染他人？
(A)流注 (B)痄腮 (C)丹毒 (D)熱癤",B,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
21,"現代解剖學的尺骨相當於《醫宗金鑑．正骨心法要旨》中的那一個結構？
(A)纏骨 (B)輔骨 (C)臂骨 (D)虎骨",C,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
22,"依《醫宗金鑑．正骨心法要旨》，有關臑骨骨折的敘述，下列何者錯誤？
(A)臑骨即肩下肘上之骨 (B)內服行氣活血湯
(C)外貼萬靈膏 (D)如壅腫不消，外以散瘀和傷湯洗之
代號：6106
頁次：8－3",B,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
24,"25 歲男性患者，打籃球時，遭球友由後方衝撞右小腿上端致膝關節受傷，右膝嚴重腫脹及疼痛，不
能屈伸，前抽屜試驗陽性，其最可能病症為何？
(A)半月板損傷 (B)前十字韌帶斷裂 (C)後十字韌帶斷裂 (D)髕韌帶斷裂",B,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
25,"橈骨莖突腱鞘炎（De Quervain’s disease）檢查時將拇指與腕關節各作何動作，會引起患處劇痛？
①屈曲 ②背伸 ③尺偏 ④橈偏
(A)①③ (B)①④ (C)②③ (D)②④",A,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
26,"拇指屈伸不利，用力屈伸拇指時出現疼痛，並在指關節出現彈響聲，其診斷為何？
(A)指關節扭傷 (B)屈指肌腱腱鞘炎 (C)指關節炎 (D)痛風性關節炎",B,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
27,"有關扁平足之診斷要點，下列何者錯誤？
(A)多數患者常感足部酸痛、疲乏，負重時明顯，休息後減輕
(B)病情發展，足弓發生塌陷。檢查患足時可發現足縱弓低平，足跟外翻，前足外展
(C)舟狀骨結節處向內側突出並有壓痛，第一蹠骨頭及跟外緣可能有胼胝，患者鞋跟外側磨損較多
(D)用石膏粉印足底時可見足底完全著地",C,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
28,"有關踝關節扭挫傷的機轉，下列何者錯誤？
(A)踝關節處於背屈時，因距骨可向兩側輕微活動而使踝關節不穩定，而易於損傷
(B)蹠屈內翻時，容易損傷外側的腓距前韌帶
(C)單純內翻時，容易損傷外側的跟腓韌帶
(D)外翻姿勢時，由於三角韌帶比較堅強，較少發生損傷",A,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
29,"有關僵直性脊椎炎的敘述，下列何者錯誤？
(A)60%的患者有背後疼痛、僵硬，並有向臀部放射性的坐骨神經痛，咳嗽及噴嚏均增加局部的疼痛
(B)僵直性脊椎炎的患者，85%左右有前列腺炎及膀胱炎
(C)X光照片檢查，雙側骻關節有病變，特別是在骻骨側，關節有對稱性的硬化，此為診斷的依據之一
(D)長期固定易致關節強直，故本病不宜長期固定，應鼓勵患者活動",C,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
30,"有關膝關節側副韌帶（collateral ligament）損傷的敘述，下列何者正確？
(A)初期的中藥治療以壯筋活絡、補養肝腎為主
(B)臨床上內側副韌帶損傷機會較外側副韌帶高
(C)功能鍛鍊以內收肌群（adductors）為主
(D)懷疑有斷裂且合併神經損傷時，應直接在門診進行手法治療",B,100-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
